"R0000100","R0153800","R0153900","R0154000","R0154100","R0154200","R0154300","R0154400","R0154500","R0173600","R0214700","R0214800","R0799500","R0799600","R0799700","R0799800","R0799900","R0800000","R0800100","R0800200","R2364600","R2364700","R2364800","R2364900","R2365000","R2365100","R2365200","R2365300","R8418500","R8418501","R8418502","R8418503","R8418504","R8418505","R8418506","R8418507"
2317,1,2,2,2,3,2,4,2,5,3,2,1,2,4,1,3,3,4,2,2,2,2,2,3,2,3,2,4,2,3,4,1,3,2,3
2318,1,1,3,2,2,2,3,2,1,3,1,1,1,3,1,4,1,3,2,2,2,3,1,4,2,3,1,1,2,1,3,4,2,2,2
2319,3,3,2,2,3,3,3,3,5,3,2,2,2,4,1,4,2,3,1,2,2,3,1,4,1,1,2,3,3,2,3,2,3,2,3
2320,2,2,3,2,3,3,3,2,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2321,2,2,2,3,2,4,2,3,5,3,2,2,2,2,2,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2322,1,2,3,1,3,2,3,1,5,3,2,1,2,2,2,3,2,3,2,1,2,2,3,3,2,4,2,8,4,4,8,2,2,2,2
2323,2,2,4,1,4,1,4,1,1,3,1,1,2,3,2,4,2,4,2,1,1,4,1,4,1,4,2,3,3,2,3,2,3,1,1
2324,2,2,3,2,3,2,3,2,5,3,2,2,2,3,2,3,2,3,2,1,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2325,2,3,2,2,2,3,3,2,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2326,2,3,2,3,3,3,2,2,1,3,1,2,2,2,2,3,3,3,-2,2,2,2,2,3,2,4,2,3,1,3,3,2,2,1,1
2327,2,3,2,2,3,3,1,3,1,3,1,1,2,2,3,3,3,3,2,1,1,4,2,2,2,3,-2,3,3,2,2,2,2,2,8
2328,1,1,3,1,2,1,4,1,5,3,2,-2,-2,4,3,3,-2,4,-2,2,2,3,2,3,2,3,2,3,2,2,2,2,3,2,3
2329,3,3,3,4,3,4,3,2,1,3,1,2,3,3,3,3,3,2,1,3,2,4,2,4,2,3,3,3,3,1,1,1,3,2,3
2330,2,2,2,3,3,3,3,2,1,3,1,2,2,2,2,4,3,3,2,2,2,3,3,3,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2331,3,2,1,4,3,3,2,2,1,3,1,1,2,3,2,3,1,2,2,1,1,2,2,4,1,3,1,4,4,2,4,2,4,1,4
2332,2,2,3,2,3,2,3,2,1,3,1,2,2,2,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,4,3,2,3,2,3,2,3
2333,2,2,3,2,2,3,2,2,5,3,2,1,1,1,2,3,3,4,4,1,1,2,2,3,2,4,2,4,4,4,4,2,3,1,3
2334,3,3,2,2,2,3,3,2,1,3,1,2,3,2,2,3,2,3,2,2,2,2,2,3,2,3,3,3,3,2,3,2,3,2,3
2335,3,2,3,2,3,3,3,2,1,3,1,2,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,3,3,3,2,2,2,2,3
2336,3,4,3,4,2,3,3,2,1,3,1,2,2,3,2,4,2,3,2,3,2,2,4,3,3,3,3,3,3,2,8,2,3,2,2
2337,1,1,2,1,3,1,3,2,5,3,2,1,2,3,1,3,1,4,2,1,1,3,2,3,2,3,2,4,4,2,2,2,3,2,3
2338,1,2,2,1,3,2,3,1,1,3,1,2,2,3,1,3,2,3,2,1,2,3,2,3,2,4,2,8,8,3,4,4,4,1,4
2339,2,2,3,2,3,2,4,2,5,3,2,2,2,3,2,3,1,3,2,2,2,3,2,3,2,4,2,4,3,1,3,2,4,1,4
2340,3,3,2,2,4,3,3,2,5,3,2,2,3,3,2,4,3,3,3,3,2,3,3,4,3,3,3,3,3,3,2,2,3,2,3
2341,2,2,2,3,3,3,1,2,1,3,1,2,2,3,3,4,3,3,2,2,2,4,2,4,3,3,2,3,3,1,2,2,2,2,2
2342,2,2,2,2,3,2,3,2,5,3,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2343,2,4,3,1,3,2,4,2,1,3,1,2,1,4,2,4,1,4,2,2,2,1,2,4,2,4,2,4,4,3,3,1,4,1,4
2344,2,2,3,3,4,2,3,2,1,3,1,1,1,3,1,4,2,4,2,1,2,2,1,3,2,4,2,4,2,2,3,1,4,1,3
2345,3,2,1,1,4,2,3,2,1,3,1,3,2,2,1,1,3,4,3,2,2,3,-2,3,1,3,2,3,2,8,4,2,3,2,8
2346,2,2,3,3,4,3,2,2,5,3,2,2,2,4,2,4,2,4,2,1,1,-2,2,4,1,4,-2,-5,-5,-5,-5,-5,-5,-5,-5
2347,3,2,4,2,3,3,3,3,7,2,2,3,3,3,2,3,3,3,3,3,3,2,3,3,4,3,4,1,1,3,3,2,2,2,2
2348,1,2,2,2,2,2,2,2,7,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,4,3,3,4,3,3,2,2
2349,3,2,2,2,3,3,2,3,3,2,1,-3,-3,-3,-3,-3,-3,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2350,4,4,4,2,4,3,3,2,7,2,2,2,2,3,2,4,2,4,2,1,3,3,1,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
2351,2,4,3,3,3,2,3,3,3,2,1,3,4,3,2,4,3,4,4,2,3,4,2,4,3,3,3,3,2,2,3,1,3,2,3
2352,2,2,3,2,4,4,3,2,3,2,1,2,3,4,2,3,3,4,2,2,2,3,3,3,1,3,3,3,3,2,3,2,3,2,8
2353,2,4,1,4,3,3,3,4,3,2,1,2,2,2,1,4,1,3,2,1,1,1,1,4,1,4,1,3,3,4,4,1,3,1,1
2354,3,3,3,3,3,2,3,3,3,2,1,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,3
2355,3,3,3,1,3,1,3,1,7,2,2,3,2,3,2,4,2,3,3,1,2,2,2,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
2356,3,3,4,4,3,2,4,3,7,2,2,3,2,3,3,3,2,3,2,2,2,3,3,3,2,3,2,3,3,2,3,2,2,2,3
2357,1,2,3,2,4,2,3,2,7,2,2,2,2,4,1,4,2,3,2,1,3,2,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
2358,2,2,3,3,3,2,3,2,7,2,2,1,3,3,-2,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2359,2,3,4,3,4,1,3,1,7,2,2,1,3,1,3,4,3,4,2,1,2,2,3,4,3,4,2,3,3,1,3,1,3,1,3
2360,3,4,2,4,1,3,2,3,7,2,2,1,2,4,1,4,1,4,2,2,2,3,2,3,3,3,2,4,3,4,2,2,3,1,3
2361,3,3,3,2,2,3,2,3,3,2,1,2,2,3,2,2,3,3,3,2,2,3,2,2,2,3,2,3,3,2,3,3,3,2,3
2362,2,3,3,3,4,2,3,2,7,2,2,1,2,3,2,4,2,4,2,1,2,4,2,4,2,4,2,4,3,3,3,1,2,1,3
2363,2,2,2,2,3,2,3,3,3,2,1,2,2,3,2,4,2,4,2,2,2,3,3,3,3,3,3,4,3,2,4,1,3,2,3
2364,2,2,3,2,3,3,2,2,7,2,2,1,2,3,1,3,2,2,2,2,3,3,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5
2365,4,4,3,1,2,3,3,2,1,3,1,4,4,3,2,3,4,4,3,2,2,4,1,3,2,4,1,4,3,1,4,1,3,1,3
2366,2,2,2,3,3,3,3,3,1,3,1,3,4,3,2,2,3,3,3,2,2,3,3,3,-2,2,-2,-5,-5,-5,-5,-5,-5,-5,-5
2367,2,2,3,2,4,2,4,2,1,3,1,1,2,3,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,4,3,2,3,1,3,1,3
2368,2,2,4,2,4,2,4,2,5,3,2,1,1,4,2,4,1,4,1,2,2,3,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
2369,1,2,2,2,4,2,3,2,5,3,2,1,2,2,2,3,2,3,2,1,3,1,1,4,1,4,1,3,4,4,3,1,4,1,2
2370,1,2,3,2,3,1,4,2,5,3,2,1,1,3,1,4,1,4,1,1,1,3,2,4,2,4,1,4,4,3,3,1,3,1,3
2371,2,3,3,2,3,2,2,3,1,3,1,1,1,3,2,4,1,3,2,2,2,3,1,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2372,2,2,2,2,3,2,3,2,2,3,1,1,2,2,2,2,1,3,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2373,1,1,3,2,3,1,4,1,5,3,2,1,1,-2,1,3,1,4,2,1,1,3,2,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
2374,2,2,2,2,2,2,3,3,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,3,3,4,1,3,2,3
2375,1,1,4,1,4,1,4,1,6,3,2,2,2,3,2,3,2,3,2,1,2,3,1,3,2,3,2,3,3,3,3,2,2,2,3
2376,2,3,3,4,4,2,2,3,1,3,1,2,3,3,3,3,2,3,2,2,2,2,3,3,2,3,2,3,3,2,3,2,3,2,3
2377,2,2,3,2,3,3,1,3,1,3,1,2,2,3,2,3,2,3,2,2,2,3,3,2,-3,3,2,9,9,9,9,9,9,9,9
2378,3,2,3,2,2,2,1,3,1,3,1,3,2,3,1,3,2,3,3,2,2,2,2,3,3,3,4,4,4,1,4,1,4,1,3
2379,2,2,2,1,2,2,4,2,1,3,1,2,2,2,1,4,2,3,-2,2,2,3,3,3,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2380,1,1,4,1,3,2,4,2,1,3,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,4,4,3,2,3,3,2,3
2381,2,2,3,2,2,2,2,2,1,3,1,2,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
2382,3,3,2,3,3,4,3,3,4,1,1,2,2,3,2,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,3,3,2,2,1,3,2,2
2383,2,2,3,2,3,2,4,2,8,1,2,2,2,3,2,4,3,3,3,2,2,2,2,3,2,3,2,3,3,2,3,2,3,2,3
2384,2,2,3,2,2,2,3,2,4,1,1,3,2,1,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,3,2,2,3,2,3,2,3
2385,1,2,3,2,3,1,4,1,4,1,1,1,2,2,1,3,1,4,1,1,-2,3,2,2,2,3,3,4,3,1,3,2,3,1,3
2386,2,3,1,2,2,2,2,2,4,1,1,2,2,1,2,3,2,4,2,1,2,-2,1,4,2,3,-2,4,3,8,3,3,3,2,8
2387,2,2,3,2,3,2,3,2,8,1,2,1,3,2,2,4,1,3,1,4,2,2,2,4,1,3,2,3,3,2,2,2,3,2,2
2388,1,2,4,1,2,3,4,2,8,1,2,1,2,4,1,3,1,4,1,1,2,3,1,3,1,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2389,2,3,2,3,2,3,2,3,1,3,1,1,3,3,2,4,2,4,3,1,1,4,2,4,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5
2390,1,1,1,1,1,1,1,1,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2391,2,2,3,2,3,2,3,3,1,3,1,2,3,3,2,4,3,3,3,2,2,3,2,2,2,3,3,4,1,3,2,2,2,2,2
2392,2,3,3,2,3,4,3,2,1,3,1,2,3,2,1,4,2,3,2,2,2,3,2,3,2,3,-2,3,3,3,3,2,2,2,3
2393,2,2,3,4,2,3,3,3,1,3,1,2,2,2,3,2,3,2,3,2,2,4,1,4,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2394,2,2,2,2,4,2,4,2,5,3,2,1,2,2,1,4,2,4,2,2,3,2,2,2,2,3,2,4,4,4,3,2,8,1,4
2395,1,2,3,3,3,2,3,3,8,1,2,2,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,2
2396,1,2,2,1,1,2,3,2,8,1,2,1,2,3,1,3,2,3,2,1,1,1,3,3,-3,4,3,3,3,3,3,1,3,2,3
2397,2,3,2,2,2,3,3,2,4,1,1,3,2,2,2,3,2,3,3,2,3,2,2,2,3,3,3,4,4,4,3,4,3,2,3
2398,1,2,3,2,4,2,3,2,5,3,2,3,2,2,-2,4,3,2,3,1,-2,3,-2,3,2,4,2,4,4,2,4,2,3,2,3
2399,1,3,3,1,3,1,4,3,5,3,2,1,3,4,2,3,-2,4,1,4,2,2,3,2,3,2,-2,2,2,2,2,2,3,2,2
2400,2,3,3,1,3,2,3,2,5,3,2,1,1,3,2,4,2,3,2,2,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3
2401,2,2,3,2,3,2,3,2,1,3,1,2,3,2,2,3,2,3,2,2,2,3,2,3,2,3,2,3,3,8,3,2,3,2,3
2402,2,2,3,1,3,2,4,2,5,3,2,2,3,2,2,3,2,3,2,2,2,3,2,2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2403,2,2,2,2,3,3,3,3,2,3,1,2,3,3,3,3,3,4,3,3,3,2,3,3,3,3,2,4,4,2,2,2,3,2,3
2404,1,2,3,2,4,1,3,1,6,3,2,2,2,3,2,3,3,3,2,2,2,1,2,4,2,3,3,3,8,8,8,8,2,8,8
2405,1,1,3,2,3,2,4,2,5,3,2,1,2,2,1,4,3,4,3,1,1,3,2,3,3,4,2,3,3,3,2,2,3,2,2
2406,3,2,3,2,4,4,3,4,1,3,1,3,2,2,1,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2
2407,1,2,3,1,4,1,3,1,5,3,2,2,2,3,2,4,2,3,2,1,2,2,2,4,2,3,2,4,4,2,2,3,3,2,3
2408,2,3,3,2,4,2,3,3,5,3,2,2,2,3,2,3,2,3,2,2,2,-3,3,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2409,1,2,2,2,2,2,2,2,5,3,2,1,4,2,2,3,2,3,2,1,4,3,1,3,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5
2410,1,1,4,2,4,2,4,1,5,3,2,1,2,2,1,4,2,4,2,1,1,4,1,4,2,3,2,3,3,3,3,1,3,2,3
2411,1,2,1,2,4,2,3,2,5,3,2,1,2,3,2,4,1,3,2,1,2,3,2,4,1,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2412,2,2,2,2,3,3,2,2,5,3,2,1,2,3,2,4,2,3,2,2,2,2,2,2,1,4,2,9,3,3,8,8,3,2,8
2413,2,2,3,3,3,3,3,2,1,3,1,2,3,2,4,2,3,2,3,2,2,2,2,4,2,3,2,3,3,3,2,2,3,2,3
2414,3,2,3,2,3,3,2,2,5,3,2,2,2,3,2,4,3,2,2,3,2,2,2,2,2,2,3,3,3,3,3,2,3,2,3
2415,2,2,3,3,4,2,3,3,1,3,1,1,1,4,2,4,1,3,1,1,1,3,3,3,-2,4,-2,3,3,3,3,2,4,1,2
2416,1,1,3,2,2,3,3,2,5,3,2,2,2,2,2,2,2,3,3,1,2,3,2,2,2,3,2,4,4,4,4,4,4,2,3
2417,2,2,2,2,2,2,3,2,1,3,1,2,2,3,3,3,3,3,2,2,2,3,2,2,2,3,2,4,3,2,3,2,3,1,3
2418,2,2,3,2,2,2,3,2,5,3,2,2,2,3,2,3,2,4,2,2,2,3,2,3,2,3,2,4,3,2,3,2,3,1,3
2419,1,2,3,2,4,2,4,2,1,3,1,2,3,3,3,3,2,3,2,1,1,3,2,4,1,4,1,4,4,2,2,1,1,1,3
2420,2,3,2,2,3,3,1,3,5,3,2,1,1,4,2,4,2,4,1,2,2,3,2,3,2,3,2,3,3,3,2,2,3,2,3
2421,1,2,3,2,4,2,2,2,1,3,1,1,2,4,2,4,2,3,2,2,2,3,2,3,3,3,2,3,3,2,3,2,3,2,3
2422,1,2,4,1,3,3,3,2,1,3,1,1,1,4,3,3,3,4,1,1,1,4,3,3,1,4,1,4,3,3,2,2,3,2,3
2423,4,4,3,4,2,4,2,3,1,3,1,3,4,2,3,1,3,3,3,2,1,3,2,3,2,4,2,2,3,2,1,3,1,3,2
2424,2,2,3,3,2,3,4,2,5,3,2,1,2,3,2,3,2,4,2,1,1,3,2,3,2,4,2,4,3,3,2,1,3,1,3
2425,4,3,2,3,2,4,3,4,1,3,1,4,2,1,4,4,4,1,3,-5,-5,-5,-5,-5,-5,-5,-5,2,2,3,2,2,2,3,2
2426,3,3,2,3,2,4,2,2,5,3,2,3,2,3,3,3,2,2,3,1,1,2,3,4,2,3,2,4,1,1,1,1,1,3,3
2427,4,2,2,2,2,3,3,4,1,3,1,4,3,3,2,2,3,3,4,-5,-5,-5,-5,-5,-5,-5,-5,2,2,3,1,1,1,2,2
2428,3,3,3,2,2,3,3,2,1,3,1,2,3,1,3,2,-2,4,-2,2,2,2,3,2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2429,3,2,1,3,1,3,3,2,1,3,1,3,2,1,3,1,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2430,1,3,3,2,3,3,4,1,6,3,2,1,2,2,2,4,2,4,2,2,2,2,2,3,3,3,3,3,2,3,3,2,3,2,2
2431,1,2,2,3,3,2,3,2,1,3,1,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,3,3,2,3,1,3,1,3
2432,2,2,3,3,2,2,3,2,1,3,1,3,2,2,2,3,2,3,2,2,2,2,2,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5
2433,2,2,1,1,3,2,4,2,5,3,2,1,2,3,1,3,2,3,2,2,3,1,2,2,3,3,2,4,4,4,2,4,2,2,3
2434,2,2,1,2,2,3,3,2,5,3,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,4,2,3,4,3,3,1,3,1,8
2435,1,2,2,2,2,1,4,2,5,3,2,2,2,3,1,3,2,3,2,1,2,2,2,2,3,2,2,4,4,2,4,2,4,2,4
2436,2,2,3,2,2,2,3,2,5,3,2,2,2,3,2,2,2,3,2,1,2,3,2,3,2,3,2,4,4,2,4,2,4,2,4
2437,2,2,3,2,3,2,3,2,5,3,2,2,2,3,2,4,2,3,2,2,2,3,3,3,2,3,2,4,4,2,4,2,4,2,3
2438,2,2,2,2,3,2,3,2,1,3,1,1,2,2,1,3,2,3,2,1,2,-2,1,3,3,4,2,2,2,3,3,3,2,2,2
2439,2,2,3,2,3,2,2,2,1,3,1,2,2,3,2,3,2,2,-2,2,2,3,2,2,2,3,2,3,3,2,3,2,3,2,3
2440,2,2,3,2,4,2,3,2,1,3,1,2,2,3,2,4,3,3,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2441,3,3,3,2,3,4,2,2,5,3,2,4,2,3,2,2,3,2,3,3,3,-2,-2,3,3,2,3,3,2,2,2,2,2,2,2
2442,1,1,4,2,4,1,4,1,5,3,2,1,1,4,1,4,1,4,1,1,1,3,1,4,1,4,1,4,4,4,3,1,4,1,4
2443,1,2,4,1,3,2,1,2,1,3,1,2,2,3,2,3,3,3,2,1,1,3,1,4,2,3,1,4,4,1,3,2,4,1,3
2444,1,1,2,3,3,2,3,1,5,3,2,1,1,2,1,4,3,3,-2,1,1,4,2,4,2,4,1,4,4,3,4,1,4,1,4
2445,3,3,3,2,3,3,3,2,1,3,1,2,2,2,2,2,2,3,3,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2446,4,2,3,4,2,4,3,4,1,3,1,3,3,3,3,3,3,3,3,2,2,2,2,4,2,4,3,-5,-5,-5,-5,-5,-5,-5,-5
2447,2,2,4,1,3,2,3,2,5,3,2,2,2,2,2,2,2,3,2,1,1,3,1,4,2,4,2,4,4,3,3,3,4,2,4
2448,3,4,3,1,2,4,3,3,5,3,2,2,2,4,2,4,2,3,2,3,2,2,2,3,2,4,2,3,3,8,3,8,2,8,2
2449,3,3,2,2,3,3,3,3,1,3,1,3,3,2,2,3,3,3,3,3,3,3,2,4,3,3,3,3,3,2,3,2,3,2,2
2450,2,2,2,1,3,2,4,2,5,3,2,3,2,3,2,3,3,4,3,1,2,3,2,4,1,4,2,4,4,4,4,2,4,1,3
2451,3,2,4,3,4,4,3,3,1,3,1,1,2,3,2,3,3,2,2,1,2,2,2,3,2,3,2,4,2,2,3,1,3,2,8
2452,3,3,3,4,4,4,3,4,5,3,2,2,2,3,2,4,2,3,3,2,2,2,2,3,2,3,2,3,2,3,3,1,3,1,2
2453,2,1,2,2,2,2,3,2,5,3,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
2454,2,3,3,2,4,3,4,3,5,3,2,2,3,3,2,2,2,3,2,1,2,3,2,3,2,3,3,4,3,8,4,3,3,2,8
2455,3,3,3,4,3,3,4,2,1,3,1,2,2,3,2,2,2,3,3,4,4,2,4,1,3,4,4,-5,-5,-5,-5,-5,-5,-5,-5
2456,3,3,2,2,3,3,3,3,1,3,1,3,3,2,3,2,3,3,3,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2457,1,3,1,2,3,4,1,1,5,3,2,1,1,4,2,3,1,3,2,1,2,2,2,2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2458,3,3,2,3,2,3,2,3,5,3,2,2,3,1,1,2,3,2,4,2,2,3,1,2,4,4,2,3,2,2,2,2,2,2,3
2459,3,3,2,2,3,3,3,2,6,3,2,3,4,3,1,3,2,3,2,1,1,3,1,4,1,4,1,4,4,2,4,1,3,2,4
2460,3,2,3,2,3,4,4,2,2,3,1,2,2,4,2,3,2,3,2,1,1,4,1,3,1,4,1,4,3,1,3,2,3,2,3
2461,1,1,4,1,3,1,4,-2,5,3,2,1,1,4,2,4,1,4,1,1,1,4,2,4,2,3,2,4,4,3,4,1,4,1,3
2462,4,2,3,4,4,4,4,3,5,3,2,3,2,3,1,3,2,4,2,4,2,3,3,3,3,4,4,3,3,1,3,1,3,2,2
2463,3,2,2,2,3,3,3,2,1,3,1,2,2,2,2,3,2,3,2,2,2,2,2,3,2,4,1,3,3,3,2,2,3,1,3
2464,3,2,3,2,2,3,3,2,1,3,1,3,2,4,2,2,3,3,2,2,2,4,2,-2,-2,3,2,3,3,2,3,3,3,2,3
2465,2,2,2,2,3,2,3,2,1,3,1,2,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,3,3,3,2,3,2,3
2466,2,2,3,3,2,3,3,3,1,3,1,3,3,3,3,3,3,3,3,2,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3
2467,1,2,3,2,3,2,3,2,1,3,1,2,2,2,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2468,2,2,3,2,2,2,3,2,1,3,1,2,2,3,2,2,2,3,2,1,2,3,2,1,3,3,2,3,3,2,4,4,3,1,3
2469,2,2,2,2,2,3,2,2,6,3,2,3,3,2,2,3,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5,3,3,2,3,2,3,2,3
2470,2,2,3,1,2,3,3,3,1,3,1,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,1,2,3,1,3,2,2,1
2471,3,2,2,2,4,2,4,2,5,3,2,1,1,4,2,4,1,3,1,1,2,3,2,3,2,3,2,4,4,8,3,1,4,1,3
2472,3,3,2,4,3,3,3,2,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,3,3,2,3,2,3,3,3,3,3,2,2,2,2,1,2
2473,1,1,3,2,2,2,4,2,5,3,2,1,2,3,2,3,2,4,1,1,1,4,1,4,1,4,2,4,4,1,2,1,3,1,3
2474,4,2,1,3,1,3,4,2,5,3,2,1,1,1,2,3,1,4,1,1,2,3,1,3,1,4,2,4,3,4,3,3,3,1,4
2475,3,2,2,2,2,3,3,3,1,3,1,2,2,2,2,2,2,3,2,2,2,3,2,3,2,3,3,3,3,3,2,2,3,2,2
2476,3,2,3,3,3,3,3,2,1,3,1,2,2,3,3,3,3,3,2,2,2,3,2,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
2477,1,1,2,2,2,3,3,3,1,3,1,2,2,2,2,3,3,3,2,2,2,2,2,3,2,3,2,4,4,2,3,1,2,2,3
2478,2,3,2,2,2,3,4,2,5,3,2,1,1,1,1,3,1,4,2,1,1,2,1,2,1,4,1,4,4,4,4,2,4,1,4
2479,3,3,3,2,3,3,1,3,1,3,1,3,3,3,3,3,3,2,3,2,2,3,2,2,3,3,2,3,3,2,3,2,2,2,2
2480,1,2,4,1,2,1,4,1,5,3,2,2,3,2,2,2,3,3,3,-2,-2,-2,1,1,2,3,-2,4,4,4,2,3,4,2,3
2481,4,3,3,4,3,3,4,2,2,3,1,2,2,3,2,3,2,3,2,2,2,3,2,4,2,2,2,3,3,2,3,2,3,2,3
2482,2,3,3,2,4,2,3,3,6,3,2,2,2,3,2,3,2,4,2,2,2,2,2,3,2,4,2,3,3,2,3,2,3,2,3
2483,2,2,3,2,3,2,4,2,5,3,2,2,2,3,-2,3,2,3,2,1,2,2,2,3,2,3,2,4,4,1,4,1,4,2,2
2484,2,2,3,2,2,1,3,2,5,3,2,2,2,2,2,3,2,3,2,1,2,3,2,3,3,3,2,4,3,3,1,2,3,1,3
2485,2,2,3,3,2,2,3,2,5,3,2,1,2,3,2,3,2,3,2,2,2,2,3,3,2,3,3,4,3,2,3,2,4,1,3
2486,2,2,2,3,2,3,3,2,1,3,1,2,-2,-2,2,3,3,3,2,2,2,3,3,2,2,3,2,3,3,2,3,2,3,2,3
2487,2,2,3,1,3,1,3,1,1,3,1,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,3,3,8,3,3,3,2,3
2488,3,3,2,3,2,2,2,3,5,3,2,3,3,2,3,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,2,3,2,2
2489,4,4,3,3,2,4,3,3,1,3,1,4,4,4,4,2,4,3,4,2,2,2,3,3,2,3,2,3,3,8,2,2,2,1,8
2490,3,2,3,2,2,2,3,2,1,3,1,2,2,2,2,4,2,4,2,1,1,4,1,4,1,4,2,3,3,3,3,3,2,2,2
2491,3,3,2,4,4,3,3,3,1,3,1,3,3,2,3,3,2,3,3,3,3,2,3,2,3,3,3,2,2,4,3,3,2,2,8
2492,2,2,3,2,3,3,3,2,5,3,2,2,2,3,2,3,2,3,3,2,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3
2493,4,2,2,2,2,1,-2,2,1,3,1,2,2,2,2,2,2,3,2,2,2,4,2,2,2,3,2,4,4,8,4,2,4,1,8
2494,2,2,3,3,2,2,4,3,2,3,1,1,2,4,2,3,2,4,3,2,3,3,2,3,2,4,2,4,4,1,3,1,2,1,1
2495,1,2,3,2,2,3,3,2,1,3,1,2,2,3,-2,4,2,3,2,2,2,3,2,3,2,3,-3,-5,-5,-5,-5,-5,-5,-5,-5
2496,1,2,4,2,3,2,4,2,6,3,2,1,2,4,1,4,1,4,1,1,1,4,2,4,3,4,1,4,4,1,4,1,8,1,3
2497,2,2,2,2,3,3,3,2,1,3,1,2,2,2,2,2,-2,4,2,2,2,2,3,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
